"date","layer.name","layer.depth_m","layer.temp_c"
1981-05-14,"cline_top",3.5,11.019
1981-05-14,"cline_bottom",39.5,4.6125
1981-05-14,"bottom",148.5,4.173
1981-05-15,"surface",0,11.873
1981-05-15,"cline_top",3.5,11.3935
1981-05-15,"cline_bottom",38.5,4.6525
1981-05-15,"bottom",148.5,4.173
1981-05-16,"surface",0,12.296
1981-05-16,"cline_top",2.5,12.0485
1981-05-16,"cline_bottom",37.5,4.696
1981-05-16,"bottom",148.5,4.1735
1981-05-17,"surface",0,12.111
1981-05-17,"cline_top",1.5,12.094
1981-05-17,"cline_bottom",38.5,4.657
1981-05-17,"bottom",148.5,4.1735
1981-05-18,"surface",0,12.503
1981-05-18,"cline_top",2.5,12.177
1981-05-18,"cline_bottom",37.5,4.7015
1981-05-18,"bottom",148.5,4.1735
1981-05-19,"surface",0,13.291
1981-05-19,"cline_top",2.5,12.7395
1981-05-19,"cline_bottom",37.5,4.7035
1981-05-19,"bottom",148.5,4.1735
1981-05-20,"surface",0,13.984
1981-05-20,"cline_top",1.5,13.6425
1981-05-20,"cline_bottom",35.5,4.806
1981-05-20,"bottom",148.5,4.1735
1981-05-21,"surface",0,14.838
1981-05-21,"cline_top",2.5,13.872
1981-05-21,"cline_bottom",34.5,4.866
1981-05-21,"bottom",148.5,4.1735
1981-05-22,"surface",0,14.334
1981-05-22,"cline_top",1.5,14.3245
1981-05-22,"cline_bottom",34.5,4.868
1981-05-22,"bottom",148.5,4.1735
1981-05-23,"surface",0,14.332
1981-05-23,"cline_top",1.5,14.12
1981-05-23,"cline_bottom",35.5,4.811
1981-05-23,"bottom",148.5,4.1735
1981-05-24,"surface",0,14.473
1981-05-24,"cline_top",1.5,14.4625
1981-05-24,"cline_bottom",35.5,4.8125
1981-05-24,"bottom",148.5,4.1735
1981-05-25,"surface",0,14.252
1981-05-25,"cline_top",1.5,14.256
1981-05-25,"cline_bottom",35.5,4.8145
1981-05-25,"bottom",148.5,4.1735
1981-05-26,"surface",0,13.882
1981-05-26,"cline_top",1.5,13.8905
1981-05-26,"cline_bottom",36.5,4.7625
1981-05-26,"bottom",148.5,4.1735
1981-05-27,"surface",0,13.46
1981-05-27,"cline_top",2.5,13.4725
1981-05-27,"cline_bottom",36.5,4.764
1981-05-27,"bottom",148.5,4.1735
1981-05-28,"surface",0,13.535
1981-05-28,"cline_top",3.5,13.306
1981-05-28,"cline_bottom",36.5,4.7665
1981-05-28,"bottom",148.5,4.1735
1981-05-29,"surface",0,13.793
1981-05-29,"cline_top",3.5,13.5445
1981-05-29,"cline_bottom",36.5,4.769
1981-05-29,"bottom",148.5,4.1735
1981-05-30,"surface",0,14.637
1981-05-30,"cline_top",2.5,14.0185
1981-05-30,"cline_bottom",35.5,4.8255
1981-05-30,"bottom",148.5,4.1735
1981-05-31,"surface",0,15.737
1981-05-31,"cline_top",1.5,15.1075
1981-05-31,"cline_bottom",35.5,4.827
1981-05-31,"bottom",148.5,4.1735
1981-06-01,"surface",0,16.763
1981-06-01,"cline_top",2.5,15.3965
1981-06-01,"cline_bottom",34.5,4.889
1981-06-01,"bottom",148.5,4.1735
1981-06-02,"surface",0,17.895
1981-06-02,"cline_top",1.5,17.027
1981-06-02,"cline_bottom",31.5,5.111
1981-06-02,"bottom",148.5,4.1735
1981-06-03,"surface",0,18.145
1981-06-03,"cline_top",2.5,16.884
1981-06-03,"cline_bottom",31.5,5.112
1981-06-03,"bottom",148.5,4.1735
1981-06-04,"surface",0,17.195
1981-06-04,"cline_top",1.5,17.1955
1981-06-04,"cline_bottom",32.5,5.0325
1981-06-04,"bottom",148.5,4.1735
